LOCATION,TIME,Value
BRA,2013,293.07
BRA,2014,302.25
BRA,2015,296.19
BRA,2016,285.35
BRA,2017,290.24
BRN,1990,1.73
BRN,1991,1.95
BRN,1992,2.1
BRN,1993,2.02
BRN,1994,1.88
BRN,1995,2.25
BRN,1996,2.26
BRN,1997,2.34
BRN,1998,2.33
BRN,1999,2.37
BRN,2000,2.39
BRN,2001,2.21
BRN,2002,2.16
BRN,2003,2.51
BRN,2004,2.3
BRN,2005,2.22
BRN,2006,3.15
BRN,2007,3.23
BRN,2008,3.54
BRN,2009,3.04
BRN,2010,3.24
BRN,2011,3.87
BRN,2012,3.83
BRN,2013,3.04
BRN,2014,3.55
BRN,2015,2.72
BRN,2016,3.0
BRN,2017,3.61
BGR,1990,28.0
BGR,1991,22.37
BGR,1992,20.46
BGR,1993,21.94
BGR,1994,21.28
BGR,1995,23.09
BGR,1996,22.96
BGR,1997,20.8
BGR,1998,20.12
BGR,1999,18.32
BGR,2000,18.61
BGR,2001,19.39
BGR,2002,18.89
BGR,2003,19.36
BGR,2004,18.83
BGR,2005,19.9
BGR,2006,20.46
BGR,2007,20.12
BGR,2008,19.85
BGR,2009,17.51
BGR,2010,17.87
BGR,2011,19.23
BGR,2012,18.36
BGR,2013,16.92
BGR,2014,17.88
BGR,2015,18.61
BGR,2016,18.16
BGR,2017,18.74
KHM,1990,2.08
KHM,1991,2.21
KHM,1992,2.39
KHM,1993,2.57
KHM,1994,2.73
KHM,1995,2.84
KHM,1996,2.97
KHM,1997,3.02
KHM,1998,3.43
KHM,1999,3.44
KHM,2000,3.41
KHM,2001,3.43
KHM,2002,4.0
KHM,2003,4.12
KHM,2004,3.39
KHM,2005,3.43
KHM,2006,3.43
KHM,2007,3.47
KHM,2008,3.44
KHM,2009,5.09
KHM,2010,5.33
KHM,2011,5.54
KHM,2012,5.79
KHM,2013,5.98
KHM,2014,6.37
KHM,2015,7.04
KHM,2016,7.59
KHM,2017,8.09
CHL,1990,14.01
CHL,1991,14.33
CHL,1992,15.49
CHL,1993,15.88
CHL,1994,17.07
CHL,1995,18.34
CHL,1996,20.32
CHL,1997,22.75
CHL,1998,23.56
CHL,1999,25.03
CHL,2000,25.17
CHL,2001,24.7
CHL,2002,25.57
CHL,2003,25.84
